player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Jordy Bos,Australia,Australia,DF,23-235,2002,Feyenoord,2,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.04,0.0,0.0,,87.0,96.1,87.0,1,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kai Trewin,Australia,Australia,"DF,MF",25-034,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Herrington,Australia,Australia,DF,18-289,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathew Leckie,Australia,Australia,MF,35-137,1991,Melb City,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,,60.0,33.3,60.0,0,0,,1,0.0,0.0,2.0,-2.0,-3.0,-4.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mathew Ryan,Australia,Australia,GK,34-074,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miloš Degenek,Australia,Australia,"DF,MF",32-054,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Touré,Australia,Australia,FW,22-087,2004,Norwich City,2,2,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.53,0.76,0.0,0.0,59.0,65.6,59.0,0,0,,0,1.5,1.0,2.0,-1.0,-0.76,-2.21,0.0,3.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nestory Irankunda,Australia,Australia,MF,20-132,2006,Watford,2,1,105.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.86,2.0,2.0,100.0,1.71,1.71,0.5,0.5,53.0,58.3,60.0,0,1,45.0,0,1.5,1.0,0.0,1.0,0.86,2.06,0.0,3.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nishan Velupillay,Australia,Australia,MF,25-045,2001,Melb. Victory,2,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,38.0,41.7,45.0,0,1,30.0,0,1.5,1.0,2.0,-1.0,-1.2,-2.06,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrick Beach,Australia,Australia,GK,22-319,2003,Melb City,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,11.0,9.0,81.8,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,
Paul Izzo,Australia,Australia,GK,31-166,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Okon-Engstler,Australia,Australia,MF,21-148,2005,Sydney FC,2,2,160.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.56,0.0,0.0,,0.0,0.0,,,80.0,88.9,80.0,0,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Tete Yengi,Australia,Australia,FW,25-205,2000,Machida Zelvia,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,9.4,,0,1,17.0,1,3.0,1.0,0.0,1.0,5.29,5.85,0.0,3.0,0.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Alessandro Schöpf,Austria,Austria,MF,32-134,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Prass,Austria,Austria,"DF,MF",25-026,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Schlager,Austria,Austria,GK,30-140,1996,RB Salzburg,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,3.0,1.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Carney Chukwuemeka,Austria,Austria,MF,22-244,2003,Dortmund,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.81,2.81,0.0,0.0,32.0,35.6,,0,1,32.0,0,3.0,2.0,0.0,2.0,5.63,5.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
David Affengruber,Austria,Austria,DF,25-094,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Alaba,Austria,Austria,DF,33-362,1992,Real Madrid,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.55,0.0,0.0,,58.0,64.4,58.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-5.63,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Dejan Ljubičić,Austria,Austria,MF,28-256,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Grillitsch,Austria,Austria,"DF,MF",30-318,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Wiegele,Austria,Austria,GK,25-092,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Danso,Austria,Austria,"DF,MF",27-275,1998,Tottenham,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,35.6,,0,1,32.0,0,3.0,2.0,0.0,2.0,5.63,5.63,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Konrad Laimer,Austria,Austria,MF,29-025,1997,Bayern Munich,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,3.0,3.0,1.0,2.0,2.0,,0.0,3.0,0.0,2.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Marcel Sabitzer,Austria,Austria,MF,32-096,1994,Dortmund,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,3.0,3.0,1.0,2.0,2.0,,0.0,0.0,0.0,0.0,10.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marco Friedl,Austria,Austria,DF,28-097,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Arnautović,Austria,Austria,"FW,MF",37-063,1989,Red Star,1,0,45.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,100.0,4.0,4.0,0.0,0.0,45.0,50.0,,0,1,45.0,0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Michael Gregoritsch,Austria,Austria,"FW,MF",32-064,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Svoboda,Austria,Austria,DF,27-249,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Seiwald,Austria,Austria,MF,25-048,2001,RB Leipzig,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,3.0,1.0,2.0,2.0,,0.0,1.0,1.0,0.0,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrick Pentz,Austria,Austria,GK,29-170,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Wimmer,Austria,Austria,"FW,MF",25-022,2001,Wolfsburg,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,8.0,8.9,,0,1,8.0,0,3.0,1.0,0.0,1.0,11.25,10.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Paul Wanner,Austria,Austria,MF,20-180,2005,PSV,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,35.6,,0,1,32.0,0,3.0,2.0,0.0,2.0,5.63,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Philipp Lienhart,Austria,Austria,DF,29-345,1996,Freiburg,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,3.0,3.0,1.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Phillipp Mwene,Austria,Austria,DF,32-143,1994,Mainz 05,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,58.0,64.4,58.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-5.63,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Romano Schmid,Austria,Austria,MF,26-145,2000,Werder Bremen,1,1,82.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,1.1,1.0,1.0,100.0,1.1,1.1,1.0,1.0,82.0,91.1,82.0,0,0,,0,3.0,2.0,1.0,1.0,1.1,-10.15,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Saša Kalajdžić,Austria,Austria,FW,28-349,1997,LASK,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,,45.0,50.0,45.0,0,0,,0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Stefan Posch,Austria,Austria,DF,29-038,1997,Mainz 05,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,3.0,3.0,1.0,2.0,2.0,,0.0,3.0,1.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Xaver Schlager,Austria,Austria,MF,28-266,1997,RB Leipzig,1,1,58.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.55,0.0,1.55,0.0,0.0,,0.0,0.0,,,58.0,64.4,58.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-5.63,0.0,2.0,0.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexis Saelemaekers,Belgium,Belgium,MF,26-359,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amadou Onana,Belgium,Belgium,MF,24-309,2001,Aston Villa,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,55.0,61.1,55.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.64,-4.21,0.0,1.0,3.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Arthur Theate,Belgium,Belgium,DF,26-027,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Witsel,Belgium,Belgium,"DF,MF",37-160,1989,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Mechele,Belgium,Belgium,DF,33-144,1993,Club Brugge,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Charles De Ketelaere,Belgium,Belgium,FW,25-103,2001,Atalanta,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,72.2,65.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Diego Moreira,Belgium,Belgium,MF,21-319,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodi Lukebakio,Belgium,Belgium,"FW,MF",28-270,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hans Vanaken,Belgium,Belgium,MF,33-301,1992,Club Brugge,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,5.6,,0,1,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jeremy Doku,Belgium,Belgium,MF,24-025,2002,Manchester City,1,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.06,0.0,0.0,,85.0,94.4,85.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Joaquin Seys,Belgium,Belgium,DF,21-085,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin De Bruyne,Belgium,Belgium,MF,34-358,1991,Napoli,1,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,4.24,1.06,0.0,0.0,85.0,94.4,85.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Koni De Winter,Belgium,Belgium,DF,24-009,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Trossard,Belgium,Belgium,MF,31-199,1994,Arsenal,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Matias Fernandez-Pardo,Belgium,Belgium,"FW,MF",21-138,2005,Lille,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,5.6,,0,1,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Maxim De Cuyper,Belgium,Belgium,"DF,MF",25-181,2000,Brighton,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,35.0,38.9,,0,1,35.0,0,1.0,1.0,0.0,1.0,2.57,4.21,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mike Penders,Belgium,Belgium,GK,20-325,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Ngoy,Belgium,Belgium,DF,23-011,2003,Lille,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nicolas Raskin,Belgium,Belgium,MF,25-118,2001,Rangers,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,35.0,38.9,,0,1,35.0,0,1.0,1.0,0.0,1.0,2.57,4.21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Romelu Lukaku,Belgium,Belgium,FW,33-039,1993,Napoli,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.2,0.0,0.0,,25.0,27.8,,0,1,25.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Senne Lammens,Belgium,Belgium,GK,23-349,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thibaut Courtois,Belgium,Belgium,GK,34-041,1992,Real Madrid,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thomas Meunier,Belgium,Belgium,DF,34-282,1991,Lille,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,5.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Timothy Castagne,Belgium,Belgium,DF,30-198,1995,Fulham,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,55.0,61.1,55.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.64,-4.21,0.0,1.0,0.0,0.0,3.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Youri Tielemans,Belgium,Belgium,MF,29-045,1997,Aston Villa,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,2.0,0.0,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Amar Dedić,Bosnia & Herz.,Bosnia and Herzegovina,DF,23-307,2002,Benfica,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,2.0,5.0,-3.0,-1.5,,0.0,4.0,3.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Amar Memić,Bosnia & Herz.,Bosnia and Herzegovina,MF,25-152,2001,Viktoria Plzeň,2,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.1,0.55,0.0,0.0,82.0,90.6,82.0,1,0,,0,0.5,2.0,4.0,-2.0,-1.1,4.19,0.0,3.0,2.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Amir Hadžiahmetović,Bosnia & Herz.,Bosnia and Herzegovina,MF,29-105,1997,Hull City,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,3.3,,0,1,6.0,1,0.0,1.0,2.0,-1.0,-15.0,-13.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Arjan Malic,Bosnia & Herz.,Bosnia and Herzegovina,DF,20-297,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armin Gigovic,Bosnia & Herz.,Bosnia and Herzegovina,MF,24-076,2002,Young Boys,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,29.0,16.1,,0,1,29.0,1,1.0,0.0,1.0,-1.0,-3.1,-1.91,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Benjamin Tahirovic,Bosnia & Herz.,Bosnia and Herzegovina,MF,23-110,2003,Brøndby,2,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.59,0.0,0.0,,76.0,84.4,76.0,1,0,,0,0.5,1.0,1.0,0.0,0.0,9.64,0.0,3.0,1.0,0.0,2.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Dennis Hadžikadunić,Bosnia & Herz.,Bosnia and Herzegovina,DF,27-347,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dženis Burnić,Bosnia & Herz.,Bosnia and Herzegovina,MF,28-030,1998,Karlsruher,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.86,0.0,0.0,,7.0,3.9,,0,1,7.0,1,1.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Edin Džeko,Bosnia & Herz.,Bosnia and Herzegovina,FW,40-096,1986,Schalke 04,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.86,0.0,0.0,,63.0,35.0,63.0,0,0,,1,0.0,0.0,0.0,0.0,0.0,2.31,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ermedin Demirović,Bosnia & Herz.,Bosnia and Herzegovina,FW,28-088,1998,Stuttgart,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.52,0.52,0.0,0.0,87.0,96.7,87.0,1,0,,0,0.5,1.0,3.0,-2.0,-1.03,13.97,0.0,4.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
